url,name,image,price
/vp/products/6109541643?itemId=11505514210&vendorItemId=78780699435&sourceType=CATEGORY&categoryId=497035,"
    에이수스 2021 Vivobook OLED 15.6, 실버, 코어i5, 256GB, 8GB, Free DOS, S513EA-LCP05
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6775955495872395-a7fc26b2-7692-4d52-87e5-b4e9b5d48478.jpg,"699,000"
/vp/products/5607585100?itemId=6599508933&vendorItemId=73893442265&sourceType=CATEGORY&categoryId=497035,"
    에이수스 2021 ZenBook Duo14, 셀레스티얼 블루, 코어i7 11세대, 1TB, 16GB, WIN10 Home, UX482EA-HY109T
",//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/30npl6ku/1a5d1db276d241c98f92ae4cf50f9b03.jpg,"1,649,000"
/vp/products/5992472823?itemId=10824347776&vendorItemId=78104436393&sourceType=CATEGORY&categoryId=497035,"
    MSI 2021 SWORD GF76 17.3, 블랙, 코어i7 11세대, 512GB, 16GB, Free DOS, MSI Sword GF76 A11UE
",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/08/09/11/6/0d70f50d-ccb7-4de7-b960-d028a5c23a7b.jpg,"1,538,680"
/vp/products/4322481134?itemId=5504842705&vendorItemId=72804430234&sourceType=CATEGORY&categoryId=497035,"
    Apple 2020 맥북 에어 13, 실버, M1, 256GB, 16GB, MAC OS, Z127000BL
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/397144014635328-a69840ca-1650-4f70-bbab-98df7db4a00d.jpg,"1,560,000"
/vp/products/2316242692?itemId=10540738117&vendorItemId=79823869786&sourceType=CATEGORY&categoryId=497035,"
    삼성전자 2020 갤럭시북 S 13.3, 머큐리 그레이, 코어i5, 256GB, 8GB, WIN10 Home, NT767XCL-KC58S
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ff8d/174e564af61106ba90eacd85956637f567d3458ab45c3b62bf6d86049f55.jpg,"869,000"
/vp/products/6089568059?itemId=11343195164&vendorItemId=79818930948&sourceType=CATEGORY&categoryId=497035,"
    HP 2021 노트북 15s, 내츄럴 실버, 라이젠5 4세대, 256GB, 8GB, WIN10 Home, 15s-eq2246AU
",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1d25/05061e623b063e0af7adba363d81c1233dee4336b04e8250102a269eabe9.jpg,"945,500"
/vp/products/1676672325?itemId=2856499922&vendorItemId=70845799284&sourceType=CATEGORY&categoryId=497035,"
    레노버 2020 V14, 그레이, 라이젠5 3세대, 256GB, 8GB, Free DOS, 82DQ003AKR
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/510304903640829-a3d3c032-b705-4a5c-ab85-3a9b5f654d39.jpg,"469,000"
/vp/products/1797052276?itemId=3114075481&vendorItemId=71101814090&sourceType=CATEGORY&categoryId=497035,"
    아이뮤즈 2020 스톰북 14.1, 퓨어 화이트, 셀러론, 64GB, 4GB, WIN10 Home, StormBooK14
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/08/13/9/6f340e29-5398-4f7c-814c-9e3e98ce7a04.jpg,"249,000"
/vp/products/4618899172?itemId=6756342673&vendorItemId=74049206555&sourceType=CATEGORY&categoryId=497035,"
    LG전자 2021 그램 16, 스노우 화이트, 코어i5 11세대, 256GB, 16GB, Free DOS, 16ZD90P-GX56K
",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/t3ucnswt/70e76b2096ac46c89781dd7f1f7b3e70.jpg,"1,663,100"
/vp/products/5540996827?itemId=8884768419&vendorItemId=76171443828&sourceType=CATEGORY&categoryId=497035,"
    삼성전자 2021 갤럭시북 15.6, 미스틱 블루, 코어i7 11세대, 512GB, 16GB, WIN10 Home, NT750XDZ-A71AU
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/pj2ekdhb/5ee1033c799d4b678353d2d867fabd7a.jpg,"1,469,050"
